"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Tgfbrap1",7.39585597911571,6.04903722339343e-07,0.00144269120082484,0.719765853297953,0.999993275143934
"AI597479",9.84385332668819,1.90861584401395e-06,0.00144269060035233,0.319720732047228,0.999993275143934
"Fhl2",19.4246571964047,5.19057193191729e-07,0.00144269265358218,0.701210548194391,0.999993275143934
"Gm8210",3.45712654270792,4.92561118686355e-07,0.00144269352270875,0.640059533788634,0.999993275143934
"Nck2",5.97083559324438,1.39968741296886e-06,0.00144269330850074,0.266798451812473,0.999993275143934
"Gm38228",0.256831751258767,-1.77995517511739e-07,0.00144269497368655,0.763811865513646,0.999993275143934
"1500015O10Rik",11.4722790689825,-4.9774004272946e-07,0.00144269443515123,0.472846356194325,0.999993275143934
"Gm29155",0.356056016452766,-7.48232195387332e-08,0.00144269481903002,0.778837699977451,0.999993275143934
"Gm29156",0.318086567470821,3.46363306825206e-09,0.00144269495116029,0.932796170222545,0.999993275143934
"Uxs1",46.4707858945583,-7.59233829280299e-07,0.00144268384911069,0.788771590712483,0.999993275143934
"Gm16103",0.46882287693962,-1.68709355224665e-07,0.00144269478063276,0.641089204845358,0.999993275143934
"Gm19587",1.80982141454891,1.26423862279644e-07,0.0014426941536949,0.879460151070778,0.999993275143934
"Tpp2",55.6708615347385,2.16659419540291e-06,0.00144268135766558,0.506284056114635,0.999993275143934
"Mettl21c",1.39654073997198,-1.27640970431858e-07,0.00144269409216785,0.884628293417679,0.999993275143934
"Tex30",16.5597861550386,6.74920140598605e-07,0.00144269139304716,0.686825290824093,0.999993275143934
"Kdelc1",14.4446262278467,9.58087204529672e-07,0.00144268949227748,0.640439975784739,0.999993275143934
"Bivm",5.32898709386852,7.88412404989901e-07,0.00144269166761453,0.621533051388315,0.999993275143934
"Ercc5",10.361269419467,1.0758762612742e-06,0.00144268885584011,0.615284872853439,0.999993275143934
"Txn-ps1",4.22920671505807,-1.91965788855034e-07,0.00144269371097117,0.835481767758984,0.999993275143934
"Gulp1",1.85716614832983,1.62495755891229e-07,0.00144269461886155,0.782604879400228,0.999993275143934
"Gm37626",0.270214929531893,5.98768177975491e-10,0.00144269498908789,0.956452386095529,0.999993275143934
"Col3a1",82.5947579377035,-3.02178796771674e-08,0.00144269344702571,0.972482358991027,0.999993275143934
"Col5a2",123.745001123608,1.81937480527786e-07,0.00144268729232912,0.940989742684119,0.999993275143934
"Gm38211",4.8697850042303,1.25176597056951e-07,0.00144269331325262,0.910948785878858,0.999993275143934
"Gm8304",0.295541061246348,6.83594809056584e-08,0.00144269491605977,0.836341696398105,0.999993275143934
"Wdr75",20.3113145697607,5.22836042437039e-07,0.00144268682316253,0.833348160358511,0.999993275143934
"Gm5526",20.2115573917206,-7.78245727651751e-08,0.00144269071266506,0.960233114704356,0.999993275143934
"Slc40a1",6.54016637433574,7.74289048971316e-07,0.00144269326067087,0.516450607211283,0.999993275143934
"D0h7b",0.481200831111385,2.45179687388701e-07,0.001442694870078,0.546472038260724,0.999993275143934
"Gm8326",19.4008996440638,1.12118271310112e-06,0.00144269228218576,0.443950832480448,0.999993275143934
"Slc39a10",44.6152517256887,1.59349586728209e-06,0.00144269134017041,0.360765432164503,0.999993275143934
"Gm28151",1.21273734467061,-1.68154076745958e-07,0.00144269427527788,0.827339612892985,0.999993275143934
"Gm37393",0.419594960450898,2.51595445520263e-08,0.00144269489811963,0.915958094144521,0.999993275143934
"Gm8337",8.06594597847638,7.31472770465686e-07,0.00144269089650395,0.676379453378966,0.999993275143934
"Gm23240",0.502809214641579,3.2878636653405e-07,0.00144269494962483,0.450560553132659,0.999993275143934
"Cavin2",5.73127321693975,-1.36363319845863e-07,0.00144269347440645,0.895578821274585,0.999993275143934
"0bp1",43.0714551497556,3.07256498344036e-07,0.00144268559747354,0.910066215140466,0.999993275143934
"Gm17767",0.378176546987389,3.64613334336214e-08,0.00144269487622201,0.981652809185866,0.999993275143934
"Myo1b",33.3854243981244,1.39389343212643e-06,0.00144268801014329,0.549254226259026,0.999993275143934
"Gm8420",1.23474581310394,9.34876591940061e-07,0.00144269458965285,0.134328675990971,0.999993275143934
"Stat4",0.379294911599158,-1.31541621105473e-07,0.001442694912038,0.746256766874654,0.999993275143934
"Gm3940",0.707074875896007,1.23811511637494e-07,0.00144269464574324,0.818782504073487,0.999993275143934
"Gm31812",0.537189765107784,-3.75305886907084e-08,0.00144269475137685,0.909846218624714,0.999993275143934
"Stat1",40.8610279501465,5.27059161198334e-07,0.00144268828402366,0.813766723054863,0.999993275143934
"Gls",19.0183796939281,6.97237405287608e-07,0.00144268523196588,0.796269859593176,0.999993275143934
"0b1",20.3454018648923,1.58777480504205e-06,0.00144268702811896,0.522278232259488,0.999993275143934
"Gm5527",0.684489386239016,-1.38445025228856e-07,0.00144269471749705,0.748864207733912,0.999993275143934
"Nemp2",1.68329205727876,8.06205730908602e-07,0.0014426946071426,0.218280273573151,0.999993275143934
"Mfsd6",1.49184345901064,5.50984421282e-07,0.00144269416649639,0.499377327676127,0.999993275143934
"Inpp1",3.59896290113292,3.99027584218003e-07,0.00144269312811662,0.743882487288368,0.999993275143934
"Hibch",8.87003117978014,-1.06223905683363e-06,0.00144269136723605,0.527136908736799,0.999993275143934
"1700019D03Rik",0.388969593595316,9.15865718272111e-08,0.00144269496425598,0.774655402063861,0.999993275143934
"Pms1",1.86032570296336,2.76072362229776e-07,0.00144269397832358,0.759138734492388,0.999993275143934
"Ormdl1",10.6034407914862,1.26893999490824e-06,0.00144269093572303,0.483152153516948,0.999993275143934
"Osgepl1",3.99516630923696,-3.50722997752527e-07,0.00144269255837193,0.792506179508399,0.999993275143934
"Asnsd1",3.28443914455239,8.74823070058156e-07,0.00144269293684506,0.497399734934674,0.999993275143934
"Stk17b",18.0428903025578,5.19225359988026e-07,0.00144269068940181,0.776354773965766,0.999993275143934
"Hecw2",4.01536677271112,-6.28224930438776e-07,0.00144269359117206,0.554214606840461,0.999993275143934
"Gtf3c3",12.3307923401755,-2.97028946459677e-07,0.00144268906083458,0.885345509401499,0.999993275143934
"Pgap1",4.85321183600613,2.46091400786093e-07,0.00144269344726002,0.823809704844985,0.999993275143934
"Ankrd44",35.1238319372246,1.76774811794004e-07,0.00144268923428563,0.932688074646593,0.999993275143934
"Gm37370",0.691826968876797,1.53919743218854e-07,0.00144269466256821,0.800321808181592,0.999993275143934
"A130048G24Rik",0.926199177987879,2.70724607624063e-07,0.0014426946475279,0.655335581385977,0.999993275143934
"Sf3b1",152.894681374461,1.29710566698466e-06,0.00144267624407776,0.728821826771425,0.999993275143934
"Coq10b",28.2417600642441,-1.4715638848762e-06,0.00144268707134607,0.547705327645999,0.999993275143934
"Gm17971",2.90702121828126,3.72788790347615e-07,0.00144269357429683,0.716081529177507,0.999993275143934
"Hspd1",280.617240695186,2.05332597623957e-06,0.00144268794403035,0.391302704438547,0.999993275143934
"Hspe1",385.985022124068,8.68722780812021e-07,0.0014426869416382,0.724843235000667,0.999993275143934
"Mob4",54.1415700905386,8.60227500775591e-07,0.00144267848972229,0.806295852065751,0.999993275143934
"Gm6822",1.22046356099143,-6.78048446324699e-07,0.00144269471195958,0.224587326809459,0.999993275143934
"Rftn2",1.06134292977556,6.56245867388025e-07,0.00144269435282842,0.358524892399484,0.999993275143934
"Gm10561",0.30083517085446,-1.2012981408891e-07,0.0014426949324629,0.630873925062091,0.999993275143934
"Mars2",3.905003878447,-3.42519784421262e-08,0.00144269306859355,0.972613725107681,0.999993275143934
