"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Sy0",6.77322897801821,-0.300771499336356,0.693257402346153,0.000174830397263358,0.0129294571507564
"Serpine1",339.708638779888,-1.38692887253255,0.359913719716716,5.11205503450915e-06,0.00110267027094362
"Pcolce",19.3253840430966,2.19593731655049,0.900933622326238,0.000518122584151566,0.0265041204904726
"Irs3",41.3170284430589,-1.69428346989486,0.635020066264074,0.000263065492401499,0.0165271534109719
"Pdgfa",20.2851591235047,-1.47246539325462,0.592383345733691,0.000597386505749376,0.0292871754665301
"Rasl11a",20.2381105237727,2.57306077548779,0.99755965533745,0.000378400260919938,0.0209284452001104
"Sgce",24.0448966884333,-4.4231435384127,0.899559491006222,2.84968014345042e-07,0.000118969549730759
"Slc13a4",6.19666170969749,-0.276736399698454,0.579741414251126,0.000222098947892376,0.0149708572063705
"Ptn",231.602818466535,2.15533780669859,0.935469976025429,0.000765038682514282,0.0348631360179572
"Igf2bp3",22.889505076561,-1.9586840288618,0.640587551603748,0.000102777531791173,0.0089874784894687
"Eva1a",11.1816210405271,-2.57267704045553,0.925425650190053,0.00043680148844068,0.023359854807435
"Chst13",8.56963007507546,-3.79518288426008,1.36204100326291,0.000323937925888432,0.0188970061147012
"Pparg",20.0555217887877,-4.46230616419902,1.08057522576864,1.25358354144593e-05,0.00200294792511028
"Mgp",718.717869728237,2.59933586202606,0.35834459614345,2.59057456648878e-14,7.2044766728087e-11
"Rps4l",177.848000541576,-1.53387986461359,0.569208678558035,0.000228959409009884,0.0153533299036576
"Zfp667",27.9450403675255,-1.93821383690316,0.717306682014585,0.000247989043809893,0.0159671469435906
"Peg3",123.771689222382,-3.33405368400685,0.761991320682779,3.54600283702225e-07,0.000139067783990127
"Usp29",3.89780394983384,-0.230637644756929,0.435721468623034,0.000856816640751175,0.0373475676733842
"Ceacam3",7.08152893889354,-0.199375516467709,0.38728837811037,0.000165074345863636,0.0124208847916696
"Ceacam5",4.41829414912934,-4.58823076833967,2.45459184064219,0.000291304343837858,0.0176171066259325
"Ceacam11",13.9218426460171,-6.83559304275915,2.69767546368148,2.68733891397755e-06,0.000668837312013412
"Ceacam13",6.28019373616427,-5.51896617397063,2.50337451231288,3.6226225604252e-05,0.00442301709217198
